"GENE","GWAS","LOC_NUM","Literature Search"
"SPATA32","META5",68,0
"TMEM101","META5",68,0
"TMEM106A","META5",68,0
"TMUB2","META5",68,0
"UBTF","META5",68,0
"ACBD4","META5",69,0
"ADAM11","META5",69,0
"ARHGAP27","META5",69,0
"ARL17A","META5",69,0
"ARL17B","META5",69,0
"C1QL1","META5",69,0
"CCDC103","META5",69,0
"CCDC43","META5",69,0
"CRHR1","META5",69,0
"DBF4B","META5",69,0
"DCAKD","META5",69,0
"EFTUD2","META5",69,0
"FAM187A","META5",69,0
"FMNL1","META5",69,0
"GFAP","META5",69,1
"GJC1","META5",69,0
"HEXIM1","META5",69,0
"HEXIM2","META5",69,0
"HIGD1B","META5",69,0
"KANSL1","META5",69,1
"KANSL1-AS1","META5",69,0
"KIF18B","META5",69,0
"LINC02210","META5",69,0
"LINC02210-CRHR1","META5",69,0
"LOC105371795","META5",69,0
"LOC339192","META5",69,0
"LRRC37A","META5",69,0
"LRRC37A2","META5",69,0
"LRRC37A4P","META5",69,0
"MAP3K14","META5",69,0
"MAP3K14-AS1","META5",69,0
"MAPK8IP1P2","META5",69,0
"MAPT","META5",69,1
"MAPT-AS1","META5",69,0
"MAPT-IT1","META5",69,0
"MEIOC","META5",69,0
"MIR4315-1","META5",69,0
"MIR4315-2","META5",69,0
"MIR6783","META5",69,0
"MIR6784","META5",69,0
"NMT1","META5",69,0
"NSF","META5",69,1
"NSFP1","META5",69,0
"PLCD3","META5",69,0
"PLEKHM1","META5",69,0
"SPATA32","META5",69,0
"SPPL2C","META5",69,0
"STH","META5",69,1
"ARL17A","META5",70,0
"ARL17B","META5",70,0
"CDC27","META5",70,0
"CRHR1","META5",70,0
"EFCAB13","META5",70,0
"GOSR2","META5",70,0
"ITGB3","META5",70,0
"KANSL1","META5",70,1
"KANSL1-AS1","META5",70,0
"KPNB1","META5",70,0
"LINC02210-CRHR1","META5",70,0
"LRRC37A","META5",70,0
"LRRC37A2","META5",70,0
"MAPT","META5",70,1
"MAPT-AS1","META5",70,0
"MAPT-IT1","META5",70,0
"MIR5089","META5",70,0
"MRPL45P2","META5",70,0
"MYL4","META5",70,0
"NPEPPS","META5",70,0
"NSF","META5",70,1
"NSFP1","META5",70,0
"RPRML","META5",70,0
"SPPL2C","META5",70,0
"STH","META5",70,1
"TBKBP1","META5",70,0
"TBX21","META5",70,0
"THCAT158","META5",70,0
"WNT3","META5",70,0
"WNT9B","META5",70,0
"BCAS3","META5",71,0
"BRIP1","META5",71,0
"C17orf82","META5",71,0
"EFCAB3","META5",71,0
"INTS2","META5",71,0
"LOC101927855","META5",71,0
"LOC101927877","META5",71,0
"LOC105371855","META5",71,0
"MARCH10","META5",71,0
"MED13","META5",71,0
"METTL2A","META5",71,0
"MRC2","META5",71,0
"NACA2","META5",71,0
"TBC1D3P2","META5",71,0
"TBX2","META5",71,0
"TBX2-AS1","META5",71,0
"TBX4","META5",71,0
"TLK2","META5",71,0
"AFMID","META5",72,0
"BIRC5","META5",72,0
"C17orf99","META5",72,0
"C1QTNF1","META5",72,0
"C1QTNF1-AS1","META5",72,0
"CANT1","META5",72,0
"CEP295NL","META5",72,0
"CYTH1","META5",72,0
"DNAH17","META5",72,0
"DNAH17-AS1","META5",72,0
"ENGASE","META5",72,0
"LGALS3BP","META5",72,0
"LINC01973","META5",72,0
"LINC01987","META5",72,0
"LINC01993","META5",72,0
"LOC100507351","META5",72,0
"LOC101928674","META5",72,0
"LOC400622","META5",72,0
"PGS1","META5",72,0
"RBFOX3","META5",72,0
"SCAT1","META5",72,0
"SEPTIN9","META5",72,0
"SOCS3","META5",72,0
"SYNGR2","META5",72,0
"TIMP2","META5",72,0
"TK1","META5",72,0
"TMC6","META5",72,0
"TMC8","META5",72,0
"TMEM235","META5",72,0
"TNRC6C","META5",72,0
"TNRC6C-AS1","META5",72,0
"USP36","META5",72,0
"ASXL3","META5",73,0
"CCDC178","META5",73,0
"DTNA","META5",73,0
"KLHL14","META5",73,0
"NOL4","META5",73,0
"LINC00907","META5",74,0
"RIT2","META5",74,1
"SYT4","META5",74,0
"CFAP53","META5",75,0
"CXXC1","META5",75,0
"ELAC1","META5",75,0
"LINC01630","META5",75,0
"MAPK4","META5",75,0
"MBD1","META5",75,0
"ME2","META5",75,0
"MEX3C","META5",75,0
"MRO","META5",75,0
"MYO5B","META5",75,0
"SKA1","META5",75,0
"SMAD4","META5",75,0
"ABHD17A","META5",76,0
"ADAMTSL5","META5",76,0
"ADAT3","META5",76,0
"AMH","META5",76,0
"AP3D1","META5",76,0
"APC2","META5",76,0
"ATP8B3","META5",76,0
"BTBD2","META5",76,0
"C19orf25","META5",76,0
"CELF5","META5",76,0
"CSNK1G2","META5",76,0
"CSNK1G2-AS1","META5",76,0
"DAZAP1","META5",76,0
"DIRAS1","META5",76,0
"DOT1L","META5",76,0
"GADD45B","META5",76,0
"GAMT","META5",76,0
"GNA11","META5",76,0
"GNA15","META5",76,0
"GNG7","META5",76,0
"IZUMO4","META5",76,0
"JSRP1","META5",76,0
"KLF16","META5",76,0
"LINC01775","META5",76,0
"LINGO3","META5",76,0
"LMNB2","META5",76,0
"LOC100288123","META5",76,0
"LOC100996351","META5",76,0
"LSM7","META5",76,0
"MBD3","META5",76,0
"MEX3D","META5",76,0
"MIR1227","META5",76,0
"MIR1909","META5",76,0
"MIR4321","META5",76,0
"MIR6789","META5",76,0
"MIR7108","META5",76,0
"MIR7850","META5",76,0
"MKNK2","META5",76,0
"MOB3A","META5",76,0
"NCLN","META5",76,0
"NDUFS7","META5",76,0
"OAZ1","META5",76,0
"ONECUT3","META5",76,0
"PCSK4","META5",76,0
"PEAK3","META5",76,0
"PLEKHJ1","META5",76,0
"PLK5","META5",76,0
"PWWP3A","META5",76,0
"REEP6","META5",76,0
"REXO1","META5",76,0
"RPS15","META5",76,0
"S1PR4","META5",76,0
"SCAMP4","META5",76,0
"SF3A2","META5",76,0
"SGTA","META5",76,0
"SLC39A3","META5",76,0
"SPPL2B","META5",76,0
"TCF3","META5",76,0
"THOP1","META5",76,0
"TIMM13","META5",76,0
"TLE2","META5",76,0
"TLE5","META5",76,0
"TLE6","META5",76,0
"TMPRSS9","META5",76,0
"UQCR11","META5",76,0
"ZNF554","META5",76,0
"ZNF555","META5",76,0
"ZNF556","META5",76,0
"ZNF57","META5",76,0
"ZNF77","META5",76,0
"BMP2","META5",77,1
"CASC20","META5",77,0
"CDS2","META5",77,0
"CHGB","META5",77,0
"CRLS1","META5",77,0
"FERMT1","META5",77,0
"GPCPD1","META5",77,0
"LINC00654","META5",77,0
"LINC00658","META5",77,0
"LINC01713","META5",77,0
"LINC01729","META5",77,0
"LOC643406","META5",77,0
"LRRN4","META5",77,0
"MCM8","META5",77,0
"MCM8-AS1","META5",77,0
"PCNA","META5",77,1
"PCNA-AS1","META5",77,0
"PROKR2","META5",77,0
"SHLD1","META5",77,0
"TMEM230","META5",77,1
"TRMT6","META5",77,0
"CLDN14","META5",78,0
"DSCR10","META5",78,0
"DSCR4","META5",78,0
"DSCR8","META5",78,0
"DSCR9","META5",78,0
"DYRK1A","META5",78,1
"ERG","META5",78,1
"HLCS","META5",78,0
"KCNJ15","META5",78,0
"KCNJ6","META5",78,0
"LINC01423","META5",78,0
"LOC105372795","META5",78,0
"PIGP","META5",78,0
"RIPPLY3","META5",78,0
"SIM2","META5",78,0
"TTC3","META5",78,0
"TTC3-AS1","META5",78,0
"VPS26C","META5",78,0
"ADRA2A","Progression",1,0
"BBIP1","Progression",1,0
"DUSP5","Progression",1,0
"GPAM","Progression",1,0
"HEAT2","Progression",1,0
"MIR4680","Progression",1,0
"MIR548E","Progression",1,0
"MXI1","Progression",1,0
"PDCD4","Progression",1,0
"PDCD4-AS1","Progression",1,0
"RBM20","Progression",1,0
"RPL13AP6","Progression",1,0
"SHOC2","Progression",1,0
"SMC3","Progression",1,0
"SMNDC1","Progression",1,0
"ABCA1","Progression",2,1
"FKTN","Progression",2,0
"FSD1L","Progression",2,0
"NIPSNAP3A","Progression",2,0
"NIPSNAP3B","Progression",2,0
"OR13C2","Progression",2,0
"OR13C3","Progression",2,0
"OR13C4","Progression",2,0
"OR13C5","Progression",2,0
"OR13C8","Progression",2,0
"OR13C9","Progression",2,0
"OR13D1","Progression",2,0
"OR13F1","Progression",2,0
"RALGAPA1P1","Progression",2,0
"SLC44A1","Progression",2,0
"TAL2","Progression",2,0
"TMEM38B","Progression",2,0
"LOC101929109","Asian",1,0
"F2RL2","Asian",1,0
"NCRUPAR","Asian",1,0
"SNORA47","Asian",1,0
"HMGCR","Asian",1,0
"ANKDD1B","Asian",1,0
"LOC441087","Asian",1,0
"IQGAP2","Asian",1,0
"F2RL1","Asian",1,0
"CRHBP","Asian",1,0
"ZBED3","Asian",1,0
"AGGF1","Asian",1,0
"POLK","Asian",1,0
"COL4A3BP","Asian",1,0
"POC5","Asian",1,0
"F2R","Asian",1,0
"ZBED3-AS1","Asian",1,0
"S100Z","Asian",1,0
"PDE8B","Asian",1,0
"SV2C","Asian",1,1
"MIR3914-1","Asian",2,0
"MIR3914-2","Asian",2,0
"GALNT17","Asian",2,0
"CALN1","Asian",2,0
"AUTS2","Asian",2,0
